flight_plan_id,operator_id,aircraft_id,aircraft_type,city,city_code,region,route_id,scenario,apply_time,planned_takeoff_time,planned_landing_time,planned_duration_min,planned_altitude_m,planned_distance_km,night_flight,payload_kg,approval_status,preflight_risk_score,preflight_risk_level,data_nature,source_basis
FP003632,OP0014,UAV00475,多旋翼无人机,珠海,440400,中南,RT_440400_039,文旅观光,2026-04-20 06:53:00,2026-04-20 12:53:00,2026-04-20 13:58:00,65,80,13.37,False,4.55,通过,10.78,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003633,OP0188,UAV00560,多旋翼无人机,北京,110000,华北,RT_110000_025,电力巡检,2026-06-13 09:09:00,2026-06-14 20:09:00,2026-06-14 21:36:00,87,148,6.06,True,4.64,通过,31.83,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003634,OP0169,UAV00740,eVTOL,长沙,430100,中南,RT_430100_010,交通巡查,2026-05-02 04:41:00,2026-05-03 00:41:00,2026-05-03 01:25:00,44,133,30.05,True,118.45,通过,21.79,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003635,OP0431,UAV00563,固定翼无人机,长沙,430100,中南,RT_430100_050,电力巡检,2026-04-09 22:17:00,2026-04-10 11:17:00,2026-04-10 11:44:00,27,106,42.87,False,5.83,通过,46.02,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003636,OP0538,UAV00325,多旋翼无人机,西安,610100,西北,RT_610100_022,交通巡查,2026-02-25 07:11:00,2026-02-26 13:11:00,2026-02-26 13:39:00,28,71,40.44,False,0.0,通过,61.57,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003637,OP0390,UAV01863,多旋翼无人机,西安,610100,西北,RT_610100_022,交通巡查,2026-01-06 14:51:00,2026-01-07 21:51:00,2026-01-07 22:12:00,21,85,40.44,True,1.47,驳回,15.39,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003638,OP0269,UAV00770,复合翼无人机,西安,610100,西北,RT_610100_017,应急救援,2026-02-04 14:37:00,2026-02-05 08:37:00,2026-02-05 08:48:00,11,120,37.12,False,10.13,通过,49.31,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003639,OP0598,UAV01089,多旋翼无人机,长沙,430100,中南,RT_430100_038,城市治理巡检,2026-02-08 14:15:00,2026-02-08 21:15:00,2026-02-08 21:42:00,27,122,17.4,True,0.62,通过,10.79,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003640,OP0270,UAV02275,系留无人机,青岛,370200,华东,RT_370200_022,文旅观光,2026-01-08 07:31:00,2026-01-08 16:31:00,2026-01-08 17:44:00,73,128,30.09,False,6.1,通过,55.91,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003641,OP0262,UAV02221,固定翼无人机,厦门,350200,华东,RT_350200_057,应急救援,2026-01-17 20:02:00,2026-01-18 09:02:00,2026-01-18 09:47:00,45,63,17.62,False,4.42,通过,27.48,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003642,OP0607,UAV00044,复合翼无人机,广州,440100,中南,RT_440100_025,文旅观光,2026-02-08 18:13:00,2026-02-09 07:13:00,2026-02-09 07:36:00,23,96,33.15,False,10.23,通过,54.12,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003643,OP0266,UAV00239,复合翼无人机,珠海,440400,中南,RT_440400_037,园区低空运营,2025-12-31 12:35:00,2026-01-01 13:35:00,2026-01-01 14:44:00,69,96,10.83,False,8.19,通过,71.61,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003644,OP0242,UAV01012,复合翼无人机,成都,510100,西南,RT_510100_054,园区低空运营,2026-06-09 08:31:00,2026-06-10 00:31:00,2026-06-10 01:08:00,37,103,30.89,True,11.62,通过,25.79,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003645,OP0104,UAV00447,多旋翼无人机,郑州,410100,中南,RT_410100_047,园区低空运营,2026-04-08 14:45:00,2026-04-09 13:45:00,2026-04-09 13:58:00,13,88,26.76,False,2.26,通过,4.75,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003646,OP0633,UAV01573,复合翼无人机,郑州,410100,中南,RT_410100_022,文旅观光,2026-05-07 22:51:00,2026-05-08 11:51:00,2026-05-08 12:31:00,40,98,21.42,False,8.12,通过,17.13,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003647,OP0518,UAV02087,多旋翼无人机,南京,320100,华东,RT_320100_037,城市治理巡检,2026-01-29 01:04:00,2026-01-30 09:04:00,2026-01-30 10:03:00,59,52,15.67,False,0.2,通过,27.12,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003648,OP0518,UAV00305,eVTOL,北京,110000,华北,RT_110000_049,低空物流配送,2026-05-04 07:49:00,2026-05-04 12:49:00,2026-05-04 13:26:00,37,120,47.95,False,118.25,通过,11.28,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003649,OP0341,UAV02592,多旋翼无人机,珠海,440400,中南,RT_440400_035,低空物流配送,2026-01-01 19:02:00,2026-01-02 10:02:00,2026-01-02 10:48:00,46,76,34.15,False,3.4,通过,51.43,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003650,OP0323,UAV01359,多旋翼无人机,合肥,340100,华东,RT_340100_010,医疗物资运输,2026-04-01 07:10:00,2026-04-02 03:10:00,2026-04-02 03:50:00,40,85,32.5,True,3.22,通过,36.85,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003651,OP0201,UAV02459,多旋翼无人机,珠海,440400,中南,RT_440400_041,城市治理巡检,2026-02-03 05:19:00,2026-02-04 02:19:00,2026-02-04 02:47:00,28,77,51.33,True,1.23,通过,65.39,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003652,OP0460,UAV00506,多旋翼无人机,南京,320100,华东,RT_320100_039,医疗物资运输,2026-03-04 10:44:00,2026-03-05 01:44:00,2026-03-05 02:43:00,59,56,3.04,True,5.24,通过,33.76,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003653,OP0535,UAV01813,多旋翼无人机,合肥,340100,华东,RT_340100_018,应急救援,2026-06-03 19:08:00,2026-06-04 09:08:00,2026-06-04 10:15:00,67,109,41.5,False,2.32,通过,22.61,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003654,OP0408,UAV01654,多旋翼无人机,南通,320600,华东,RT_320600_045,城市治理巡检,2026-05-12 02:07:00,2026-05-12 14:07:00,2026-05-12 14:22:00,15,91,54.02,False,6.41,通过,45.54,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003655,OP0115,UAV01842,复合翼无人机,合肥,340100,华东,RT_340100_060,低空物流配送,2026-04-28 19:23:00,2026-04-28 22:23:00,2026-04-28 23:02:00,39,57,54.95,True,6.28,通过,28.02,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003656,OP0376,UAV00526,复合翼无人机,北京,110000,华北,RT_110000_004,文旅观光,2026-06-06 20:19:00,2026-06-07 00:19:00,2026-06-07 00:42:00,23,123,38.19,True,7.55,通过,33.92,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003657,OP0603,UAV02565,多旋翼无人机,苏州,320500,华东,RT_320500_055,文旅观光,2026-02-03 23:15:00,2026-02-04 06:15:00,2026-02-04 07:11:00,56,57,32.32,False,2.7,通过,45.75,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003658,OP0340,UAV02197,多旋翼无人机,厦门,350200,华东,RT_350200_055,电力巡检,2026-04-29 15:01:00,2026-04-30 03:01:00,2026-04-30 03:31:00,30,110,12.69,True,2.6,驳回,35.61,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003659,OP0407,UAV00211,多旋翼无人机,深圳,440300,中南,RT_440300_040,医疗物资运输,2026-03-07 15:06:00,2026-03-09 02:06:00,2026-03-09 02:46:00,40,82,65.53,True,2.0,待审,29.65,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003660,OP0287,UAV01344,固定翼无人机,南通,320600,华东,RT_320600_030,应急救援,2026-03-17 04:49:00,2026-03-18 07:49:00,2026-03-18 08:20:00,31,61,9.36,False,5.59,需补充材料,12.17,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003661,OP0578,UAV00992,固定翼无人机,东莞,441900,中南,RT_441900_022,城市治理巡检,2026-03-27 19:50:00,2026-03-28 14:50:00,2026-03-28 15:41:00,51,112,41.39,False,4.28,需补充材料,13.15,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003662,OP0354,UAV02548,eVTOL,深圳,440300,中南,RT_440300_053,文旅观光,2026-03-08 02:42:00,2026-03-08 13:42:00,2026-03-08 14:11:00,29,76,26.1,False,122.11,通过,38.15,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003663,OP0097,UAV00653,系留无人机,郑州,410100,中南,RT_410100_027,应急救援,2026-01-09 10:56:00,2026-01-09 13:56:00,2026-01-09 15:00:00,64,55,19.72,False,3.0,通过,1.93,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003664,OP0202,UAV02223,多旋翼无人机,广州,440100,中南,RT_440100_026,医疗物资运输,2026-01-11 00:53:00,2026-01-11 04:53:00,2026-01-11 05:25:00,32,142,22.17,True,2.86,通过,56.75,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003665,OP0315,UAV01625,eVTOL,珠海,440400,中南,RT_440400_060,交通巡查,2026-03-07 05:15:00,2026-03-08 02:15:00,2026-03-08 02:54:00,39,73,6.54,True,120.92,通过,73.04,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003666,OP0028,UAV02081,多旋翼无人机,重庆,500000,西南,RT_500000_030,电力巡检,2026-06-20 15:05:00,2026-06-21 01:05:00,2026-06-21 01:36:00,31,144,16.31,True,2.65,待审,37.85,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003667,OP0620,UAV02358,eVTOL,重庆,500000,西南,RT_500000_029,文旅观光,2026-04-11 10:26:00,2026-04-12 19:26:00,2026-04-12 19:47:00,21,138,24.81,False,121.23,通过,35.79,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003668,OP0463,UAV00475,复合翼无人机,西安,610100,西北,RT_610100_011,城市治理巡检,2026-06-16 05:53:00,2026-06-16 08:53:00,2026-06-16 09:15:00,22,127,14.97,False,9.81,通过,27.0,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003669,OP0428,UAV00385,固定翼无人机,武汉,420100,中南,RT_420100_049,园区低空运营,2026-06-20 23:12:00,2026-06-21 03:12:00,2026-06-21 03:22:00,10,151,46.37,True,2.58,通过,55.89,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003670,OP0149,UAV01674,多旋翼无人机,长沙,430100,中南,RT_430100_018,电力巡检,2026-04-25 18:33:00,2026-04-25 20:33:00,2026-04-25 20:59:00,26,116,41.71,True,0.0,通过,59.22,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003671,OP0435,UAV00286,多旋翼无人机,武汉,420100,中南,RT_420100_001,医疗物资运输,2026-01-01 09:54:00,2026-01-01 16:54:00,2026-01-01 17:15:00,21,150,19.67,False,2.01,通过,32.7,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003672,OP0316,UAV00813,多旋翼无人机,杭州,330100,华东,RT_330100_029,园区低空运营,2026-01-28 05:49:00,2026-01-29 02:49:00,2026-01-29 03:45:00,56,36,4.43,True,7.79,驳回,11.36,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003673,OP0086,UAV00291,多旋翼无人机,厦门,350200,华东,RT_350200_007,交通巡查,2026-04-26 18:39:00,2026-04-28 03:39:00,2026-04-28 04:05:00,26,67,14.13,True,2.7,通过,28.3,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003674,OP0448,UAV02387,复合翼无人机,西安,610100,西北,RT_610100_059,电力巡检,2026-05-25 09:35:00,2026-05-26 13:35:00,2026-05-26 13:59:00,24,93,25.36,False,4.9,通过,29.59,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003675,OP0355,UAV00835,多旋翼无人机,厦门,350200,华东,RT_350200_041,文旅观光,2026-01-17 12:40:00,2026-01-18 04:40:00,2026-01-18 04:48:00,8,111,9.83,True,2.02,驳回,35.05,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003676,OP0610,UAV01524,多旋翼无人机,珠海,440400,中南,RT_440400_021,医疗物资运输,2026-03-13 22:58:00,2026-03-15 08:58:00,2026-03-15 09:39:00,41,99,59.87,False,2.51,待审,40.96,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003677,OP0077,UAV02548,复合翼无人机,长沙,430100,中南,RT_430100_008,医疗物资运输,2026-01-28 00:43:00,2026-01-29 07:43:00,2026-01-29 08:44:00,61,125,62.0,False,8.65,通过,32.83,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003678,OP0301,UAV01841,复合翼无人机,深圳,440300,中南,RT_440300_033,电力巡检,2026-01-14 05:08:00,2026-01-14 23:08:00,2026-01-14 23:50:00,42,147,21.21,True,8.56,通过,54.95,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003679,OP0321,UAV01450,eVTOL,合肥,340100,华东,RT_340100_018,应急救援,2026-05-16 20:28:00,2026-05-17 13:28:00,2026-05-17 14:02:00,34,103,41.5,False,115.9,需补充材料,20.72,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003680,OP0549,UAV02014,直升机,长沙,430100,中南,RT_430100_045,文旅观光,2026-04-24 06:12:00,2026-04-24 11:12:00,2026-04-24 11:53:00,41,114,11.93,False,59.68,通过,36.26,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003681,OP0386,UAV00398,复合翼无人机,海口,460100,中南,RT_460100_024,医疗物资运输,2026-02-27 13:13:00,2026-02-28 08:13:00,2026-02-28 08:29:00,16,66,31.12,False,6.37,驳回,40.25,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003682,OP0520,UAV02572,固定翼无人机,东莞,441900,中南,RT_441900_045,园区低空运营,2026-01-01 07:30:00,2026-01-02 03:30:00,2026-01-02 03:57:00,27,127,53.99,True,7.76,通过,23.86,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003683,OP0345,UAV02067,多旋翼无人机,深圳,440300,中南,RT_440300_018,医疗物资运输,2026-05-15 01:54:00,2026-05-15 15:54:00,2026-05-15 16:37:00,43,157,17.47,False,0.0,通过,24.15,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003684,OP0147,UAV00162,系留无人机,重庆,500000,西南,RT_500000_046,医疗物资运输,2026-04-24 15:03:00,2026-04-25 03:03:00,2026-04-25 04:01:00,58,95,40.72,True,0.0,需补充材料,58.92,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003685,OP0071,UAV01458,多旋翼无人机,厦门,350200,华东,RT_350200_041,文旅观光,2026-06-10 23:01:00,2026-06-12 06:01:00,2026-06-12 06:59:00,58,96,9.83,False,1.08,通过,19.58,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003686,OP0240,UAV02453,多旋翼无人机,南京,320100,华东,RT_320100_014,应急救援,2026-04-19 20:27:00,2026-04-20 00:27:00,2026-04-20 01:29:00,62,115,60.92,True,3.12,通过,60.9,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003687,OP0284,UAV00749,多旋翼无人机,南京,320100,华东,RT_320100_044,低空物流配送,2026-01-04 15:55:00,2026-01-05 10:55:00,2026-01-05 11:35:00,40,80,38.68,False,5.38,驳回,31.0,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003688,OP0641,UAV00490,固定翼无人机,东莞,441900,中南,RT_441900_053,园区低空运营,2026-01-06 18:28:00,2026-01-07 21:28:00,2026-01-07 22:20:00,52,71,59.41,True,5.24,通过,74.55,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003689,OP0627,UAV01449,多旋翼无人机,重庆,500000,西南,RT_500000_004,园区低空运营,2026-06-18 12:51:00,2026-06-18 18:51:00,2026-06-18 19:49:00,58,71,23.53,False,5.03,通过,35.27,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003690,OP0065,UAV01888,多旋翼无人机,成都,510100,西南,RT_510100_055,低空物流配送,2026-04-02 19:17:00,2026-04-03 10:17:00,2026-04-03 11:02:00,45,57,54.63,False,6.42,通过,48.35,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003691,OP0472,UAV00489,eVTOL,长沙,430100,中南,RT_430100_051,园区低空运营,2026-03-22 14:09:00,2026-03-22 21:09:00,2026-03-22 21:49:00,40,79,48.86,True,118.9,通过,19.82,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003692,OP0391,UAV00027,eVTOL,南京,320100,华东,RT_320100_048,城市治理巡检,2026-02-19 23:01:00,2026-02-20 21:01:00,2026-02-20 21:57:00,56,90,44.67,True,120.59,通过,40.2,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003693,OP0595,UAV00094,多旋翼无人机,东莞,441900,中南,RT_441900_056,园区低空运营,2026-02-05 16:37:00,2026-02-07 02:37:00,2026-02-07 03:23:00,46,167,28.78,True,1.32,需补充材料,18.19,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003694,OP0064,UAV01583,多旋翼无人机,东莞,441900,中南,RT_441900_012,医疗物资运输,2026-01-08 17:08:00,2026-01-09 21:08:00,2026-01-09 21:32:00,24,73,47.75,True,4.16,通过,42.64,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003695,OP0326,UAV00943,多旋翼无人机,西安,610100,西北,RT_610100_029,城市治理巡检,2026-03-04 06:37:00,2026-03-05 01:37:00,2026-03-05 02:09:00,32,105,46.31,True,6.37,通过,48.5,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003696,OP0601,UAV01503,固定翼无人机,南通,320600,华东,RT_320600_009,医疗物资运输,2026-03-27 05:59:00,2026-03-27 19:59:00,2026-03-27 20:34:00,35,111,55.24,False,6.48,通过,32.87,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003697,OP0288,UAV01153,固定翼无人机,苏州,320500,华东,RT_320500_037,应急救援,2026-04-09 01:15:00,2026-04-10 05:15:00,2026-04-10 05:23:00,8,75,18.59,True,4.63,通过,34.07,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003698,OP0027,UAV01022,多旋翼无人机,郑州,410100,中南,RT_410100_034,低空物流配送,2026-05-04 15:00:00,2026-05-05 18:00:00,2026-05-05 18:47:00,47,102,25.96,False,3.01,通过,45.62,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003699,OP0629,UAV00926,多旋翼无人机,广州,440100,中南,RT_440100_008,交通巡查,2026-06-12 01:38:00,2026-06-12 16:38:00,2026-06-12 16:53:00,15,78,20.62,False,2.11,通过,58.22,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003700,OP0110,UAV01983,多旋翼无人机,西安,610100,西北,RT_610100_018,低空物流配送,2026-01-10 02:46:00,2026-01-11 07:46:00,2026-01-11 08:10:00,24,88,27.57,False,1.46,通过,38.05,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003701,OP0600,UAV01232,多旋翼无人机,南京,320100,华东,RT_320100_046,文旅观光,2026-06-06 18:26:00,2026-06-07 12:26:00,2026-06-07 13:20:00,54,140,44.75,False,6.22,撤销,30.47,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003702,OP0468,UAV02517,多旋翼无人机,重庆,500000,西南,RT_500000_035,城市治理巡检,2026-05-29 13:41:00,2026-05-30 11:41:00,2026-05-30 12:34:00,53,80,18.58,False,3.71,通过,30.0,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003703,OP0078,UAV00995,固定翼无人机,厦门,350200,华东,RT_350200_009,交通巡查,2026-02-28 11:56:00,2026-03-01 22:56:00,2026-03-02 00:12:00,76,64,55.01,True,5.21,通过,21.77,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003704,OP0379,UAV00437,eVTOL,郑州,410100,中南,RT_410100_013,医疗物资运输,2026-06-08 13:51:00,2026-06-09 12:51:00,2026-06-09 13:53:00,62,56,39.99,False,118.24,通过,48.03,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003705,OP0414,UAV02535,多旋翼无人机,青岛,370200,华东,RT_370200_053,交通巡查,2026-04-19 05:23:00,2026-04-20 06:23:00,2026-04-20 07:19:00,56,75,38.62,False,1.73,通过,47.87,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003706,OP0314,UAV01910,固定翼无人机,武汉,420100,中南,RT_420100_027,交通巡查,2026-03-15 19:00:00,2026-03-16 17:00:00,2026-03-16 17:37:00,37,124,34.87,False,4.65,驳回,32.1,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003707,OP0157,UAV00652,系留无人机,上海,310000,华东,RT_310000_057,应急救援,2026-06-12 01:41:00,2026-06-12 02:41:00,2026-06-12 03:16:00,35,88,44.62,True,0.0,通过,27.38,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003708,OP0375,UAV00469,固定翼无人机,重庆,500000,西南,RT_500000_050,电力巡检,2026-06-09 12:26:00,2026-06-10 08:26:00,2026-06-10 08:51:00,25,61,43.66,False,6.19,驳回,10.36,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003709,OP0384,UAV00856,多旋翼无人机,珠海,440400,中南,RT_440400_024,交通巡查,2026-02-28 06:53:00,2026-03-01 04:53:00,2026-03-01 05:21:00,28,138,53.03,True,2.95,通过,41.88,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003710,OP0002,UAV01215,复合翼无人机,南通,320600,华东,RT_320600_058,电力巡检,2026-06-19 16:09:00,2026-06-20 16:09:00,2026-06-20 16:40:00,31,41,35.87,False,5.81,通过,22.69,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003711,OP0525,UAV01908,固定翼无人机,海口,460100,中南,RT_460100_012,电力巡检,2026-04-09 15:32:00,2026-04-10 05:32:00,2026-04-10 06:02:00,30,41,6.6,True,6.15,通过,9.82,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003712,OP0324,UAV01488,固定翼无人机,南京,320100,华东,RT_320100_025,文旅观光,2026-02-26 10:57:00,2026-02-26 14:57:00,2026-02-26 15:59:00,62,95,49.91,False,8.2,通过,28.66,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003713,OP0642,UAV02594,多旋翼无人机,苏州,320500,华东,RT_320500_029,应急救援,2026-01-24 02:21:00,2026-01-24 13:21:00,2026-01-24 13:50:00,29,105,69.46,False,4.09,通过,45.89,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003714,OP0099,UAV00211,多旋翼无人机,苏州,320500,华东,RT_320500_016,园区低空运营,2026-04-28 12:04:00,2026-04-29 06:04:00,2026-04-29 06:30:00,26,150,28.13,False,0.92,通过,19.74,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003715,OP0566,UAV02099,复合翼无人机,东莞,441900,中南,RT_441900_053,园区低空运营,2026-04-25 06:22:00,2026-04-26 06:22:00,2026-04-26 06:53:00,31,20,59.41,False,4.31,通过,29.32,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003716,OP0262,UAV01442,多旋翼无人机,杭州,330100,华东,RT_330100_034,医疗物资运输,2026-02-07 06:11:00,2026-02-07 20:11:00,2026-02-07 20:43:00,32,126,58.78,True,2.92,通过,21.87,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003717,OP0511,UAV00585,多旋翼无人机,东莞,441900,中南,RT_441900_031,城市治理巡检,2026-05-01 14:34:00,2026-05-02 01:34:00,2026-05-02 02:01:00,27,92,27.09,True,2.33,通过,41.4,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003718,OP0266,UAV00173,固定翼无人机,重庆,500000,西南,RT_500000_040,医疗物资运输,2026-06-12 00:31:00,2026-06-13 08:31:00,2026-06-13 09:15:00,44,78,15.78,False,5.14,通过,65.06,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003719,OP0538,UAV00256,多旋翼无人机,北京,110000,华北,RT_110000_008,电力巡检,2026-01-19 07:19:00,2026-01-20 10:19:00,2026-01-20 11:22:00,63,95,22.44,False,1.11,通过,13.47,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003720,OP0193,UAV01320,复合翼无人机,重庆,500000,西南,RT_500000_045,城市治理巡检,2026-04-07 09:48:00,2026-04-08 10:48:00,2026-04-08 11:13:00,25,78,3.51,False,4.98,通过,36.05,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003721,OP0091,UAV01229,多旋翼无人机,深圳,440300,中南,RT_440300_024,应急救援,2026-04-10 01:17:00,2026-04-10 04:17:00,2026-04-10 04:55:00,38,91,23.58,True,4.98,通过,25.04,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003722,OP0620,UAV02114,eVTOL,东莞,441900,中南,RT_441900_005,电力巡检,2026-03-08 23:41:00,2026-03-09 21:41:00,2026-03-09 22:17:00,36,143,46.46,True,121.34,通过,42.7,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003723,OP0197,UAV00313,复合翼无人机,厦门,350200,华东,RT_350200_036,交通巡查,2026-03-21 10:15:00,2026-03-22 18:15:00,2026-03-22 18:40:00,25,115,10.84,False,5.07,通过,25.91,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003724,OP0045,UAV02194,多旋翼无人机,南通,320600,华东,RT_320600_026,医疗物资运输,2026-03-01 21:55:00,2026-03-03 04:55:00,2026-03-03 05:22:00,27,69,24.37,True,4.97,通过,40.39,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003725,OP0357,UAV01371,多旋翼无人机,西安,610100,西北,RT_610100_060,园区低空运营,2026-01-13 21:15:00,2026-01-14 02:15:00,2026-01-14 03:13:00,58,67,21.57,True,0.0,通过,35.33,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003726,OP0062,UAV01703,多旋翼无人机,南通,320600,华东,RT_320600_009,医疗物资运输,2026-03-10 12:25:00,2026-03-11 04:25:00,2026-03-11 04:33:00,8,129,55.24,True,5.83,通过,52.47,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003727,OP0537,UAV01148,多旋翼无人机,广州,440100,中南,RT_440100_029,园区低空运营,2026-05-19 22:48:00,2026-05-21 02:48:00,2026-05-21 03:09:00,21,85,36.57,True,5.23,通过,56.07,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP003728,OP0056,UAV01338,多旋翼无人机,杭州,330100,华东,RT_330100_025,应急救援,2026-02-02 07:56:00,2026-02-02 17:56:00,2026-02-02 18:21:00,25,28,52.28,False,5.97,通过,38.92,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
