grid_id,city,city_code,region,centroid_lat,centroid_lon,airspace_class,max_allowed_altitude_m,nearby_airport_distance_km,population_density_index,flight_density_index,sensor_coverage_score,communication_quality_score,weather_risk_score,computed_risk_score,computed_risk_level,no_fly_or_control_reason,data_nature,source_basis
420100_G0263,武汉,420100,中南,30.870845,114.420475,适飞空域,120,61.45,919.1,15.58,0.658,0.866,0.167,13.89,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0264,武汉,420100,中南,30.54464,114.034743,适飞空域,120,4.89,2972.42,25.01,0.739,0.699,0.298,40.71,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0265,武汉,420100,中南,30.35822,114.598995,机场净空保护区,30,46.95,527.5,2.02,0.815,0.88,0.508,62.62,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0266,武汉,420100,中南,30.803802,114.110184,适飞空域,120,0.5,9059.43,14.32,0.727,0.808,0.674,37.59,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0267,武汉,420100,中南,30.754231,114.282967,适飞空域,120,16.09,1821.1,10.93,0.958,0.461,0.205,10.44,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0268,武汉,420100,中南,30.784534,114.39115,适飞空域,120,13.5,229.33,33.62,0.707,0.494,0.195,13.99,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0269,武汉,420100,中南,30.534375,114.187336,适飞空域,120,10.14,1660.76,11.37,0.558,0.421,0.382,29.65,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0270,武汉,420100,中南,30.449057,114.413001,机场净空保护区,30,19.71,1464.82,5.67,0.631,0.777,0.086,66.14,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0271,武汉,420100,中南,30.353144,114.420439,适飞空域,120,8.75,735.13,8.39,0.902,0.666,0.618,33.45,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0272,武汉,420100,中南,30.451247,114.219958,管制空域,60,1.02,950.77,34.45,0.761,0.958,0.202,50.79,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0273,武汉,420100,中南,30.375173,114.153853,适飞空域,120,10.58,2796.58,18.79,0.633,0.813,0.336,22.85,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0274,武汉,420100,中南,30.510565,114.259776,适飞空域,120,19.65,1759.45,29.56,0.855,0.954,0.257,8.71,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0275,武汉,420100,中南,30.635667,114.097358,适飞空域,120,9.54,285.96,4.25,0.667,0.598,0.146,15.07,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0276,武汉,420100,中南,30.823295,114.303934,适飞空域,120,100.0,1119.47,23.41,0.804,0.815,0.631,30.74,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0277,武汉,420100,中南,30.410007,114.30054,机场净空保护区,30,25.44,1974.49,12.58,0.854,0.584,0.247,71.18,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0278,武汉,420100,中南,30.754357,114.082265,适飞空域,120,2.62,1973.4,17.2,0.737,0.798,0.154,15.16,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0279,武汉,420100,中南,30.526859,114.539821,适飞空域,120,13.06,1610.12,14.99,0.665,0.563,0.11,5.64,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0280,武汉,420100,中南,30.350487,114.170423,低空物流走廊,150,3.67,4785.46,35.6,0.559,0.597,0.429,42.88,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0281,武汉,420100,中南,30.469522,114.182157,适飞空域,120,12.94,3841.39,32.01,0.74,0.85,0.05,22.12,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0282,武汉,420100,中南,30.39816,114.427397,适飞空域,120,90.47,2357.09,9.24,0.89,0.737,0.41,26.3,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0283,武汉,420100,中南,30.560038,114.187726,适飞空域,120,0.84,1486.91,19.41,0.836,0.817,0.139,25.68,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0284,武汉,420100,中南,30.817033,114.551736,适飞空域,120,33.9,4303.79,12.98,0.541,0.864,0.279,19.27,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0285,武汉,420100,中南,30.574576,114.015261,适飞空域,120,60.48,4966.29,9.49,0.399,0.793,0.15,13.42,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0286,武汉,420100,中南,30.479139,114.149244,适飞空域,120,15.16,1841.67,55.74,0.902,0.447,0.233,15.65,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0287,武汉,420100,中南,30.666927,114.395363,禁飞区,0,27.06,2216.07,9.38,0.581,0.529,0.386,92.32,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0288,武汉,420100,中南,30.675909,114.036602,禁飞区,0,5.48,2155.52,13.8,0.887,0.813,0.409,89.59,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0289,武汉,420100,中南,30.583042,114.208674,管制空域,60,11.8,389.46,37.12,0.922,0.786,0.217,45.39,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0290,武汉,420100,中南,30.708712,114.574097,适飞空域,120,2.34,1748.27,4.68,0.667,0.828,0.451,22.77,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0291,武汉,420100,中南,30.855379,114.220509,适飞空域,120,7.63,641.05,8.31,0.708,0.811,0.319,16.53,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0292,武汉,420100,中南,30.3572,114.407642,适飞空域,120,5.95,1673.55,16.25,0.936,0.905,0.074,19.0,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0293,武汉,420100,中南,30.394635,114.065808,适飞空域,120,10.63,1718.74,9.51,0.942,0.782,0.219,14.08,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0294,武汉,420100,中南,30.580666,114.456697,适飞空域,120,14.76,2016.01,9.86,0.63,0.756,0.585,30.9,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0295,武汉,420100,中南,30.3879,114.344722,敏感目标保护区,50,12.59,1441.7,20.15,0.769,0.738,0.587,83.35,严重,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0296,武汉,420100,中南,30.609122,114.139605,适飞空域,120,10.26,2327.34,14.53,0.4,0.703,0.515,32.86,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0297,武汉,420100,中南,30.355365,114.364747,适飞空域,120,1.66,2128.54,6.45,0.635,0.583,0.273,31.18,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0298,武汉,420100,中南,30.604672,114.528741,适飞空域,120,14.99,222.89,13.54,0.922,0.819,0.303,18.22,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0299,武汉,420100,中南,30.63981,114.615208,适飞空域,120,16.71,6401.49,9.83,0.681,0.907,0.111,20.4,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0300,武汉,420100,中南,30.478965,114.283682,适飞空域,120,34.07,2029.07,24.35,0.499,0.694,0.211,12.45,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0301,武汉,420100,中南,30.372048,114.497452,敏感目标保护区,50,15.91,2397.59,55.71,0.547,0.632,0.166,79.39,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0302,武汉,420100,中南,30.431599,114.560745,敏感目标保护区,50,20.92,2318.65,27.72,0.609,0.93,0.169,67.82,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0303,武汉,420100,中南,30.811506,114.042911,适飞空域,120,63.37,2640.8,34.44,0.865,0.957,0.049,10.94,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0304,武汉,420100,中南,30.451799,114.495534,适飞空域,120,1.53,1415.49,8.62,0.448,0.755,0.797,35.42,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0305,武汉,420100,中南,30.818505,114.017755,适飞空域,120,5.1,1411.41,7.73,0.727,0.748,0.32,25.99,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0306,武汉,420100,中南,30.846996,114.028318,适飞空域,120,39.56,2967.16,21.75,0.594,0.465,0.063,14.12,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0307,武汉,420100,中南,30.634352,114.213749,禁飞区,0,4.04,1811.12,15.54,0.699,0.833,0.128,83.12,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0308,武汉,420100,中南,30.548644,114.604591,管制空域,60,35.07,2358.62,10.12,0.861,0.616,0.476,54.85,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0309,武汉,420100,中南,30.784551,114.004196,适飞空域,120,38.51,1977.68,10.17,0.809,0.815,0.349,16.88,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0310,武汉,420100,中南,30.375643,114.482321,适飞空域,120,0.5,2022.16,22.35,0.876,0.833,0.329,21.62,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0311,武汉,420100,中南,30.617437,113.986061,适飞空域,120,15.87,281.93,7.33,0.962,0.927,0.528,22.51,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0312,武汉,420100,中南,30.762877,114.225047,适飞空域,120,5.88,752.32,10.24,0.658,0.671,0.038,17.91,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0313,武汉,420100,中南,30.318751,114.034976,禁飞区,0,25.28,1974.69,11.76,0.497,0.476,0.369,78.17,高,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0314,武汉,420100,中南,30.792286,114.417747,禁飞区,0,13.59,2787.88,22.08,0.751,0.989,0.189,91.1,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0315,武汉,420100,中南,30.655473,114.33861,管制空域,60,2.86,6212.19,9.17,0.8,0.547,0.695,71.25,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0316,武汉,420100,中南,30.743107,114.146992,管制空域,60,5.45,964.03,32.79,0.889,0.651,0.376,60.67,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0317,武汉,420100,中南,30.557504,114.458244,管制空域,60,27.44,486.71,12.88,0.626,0.555,0.351,39.03,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0318,武汉,420100,中南,30.845243,114.587881,适飞空域,120,6.01,1269.96,0.87,0.59,0.765,0.434,35.22,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0319,武汉,420100,中南,30.537637,114.298242,管制空域,60,8.84,797.14,27.55,0.196,0.757,0.094,61.87,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0320,武汉,420100,中南,30.355277,114.569656,适飞空域,120,8.73,98.59,12.0,0.849,0.819,0.177,24.85,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0321,武汉,420100,中南,30.433766,114.472619,适飞空域,120,2.9,2577.91,4.01,0.552,0.582,0.308,29.17,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0322,武汉,420100,中南,30.54527,114.62456,适飞空域,120,6.26,402.44,11.51,0.973,0.524,0.334,25.09,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0323,武汉,420100,中南,30.611473,114.074313,机场净空保护区,30,0.56,1811.38,44.67,0.464,0.736,0.364,86.24,严重,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0324,武汉,420100,中南,30.55813,114.454461,管制空域,60,11.37,1454.17,7.16,0.605,0.785,0.227,58.26,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0325,武汉,420100,中南,30.346421,114.481183,适飞空域,120,5.16,2481.64,0.37,0.803,0.919,0.303,23.49,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0326,武汉,420100,中南,30.467589,114.273703,适飞空域,120,4.47,4498.26,7.59,0.953,0.777,0.356,20.67,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0327,武汉,420100,中南,30.559905,114.495043,机场净空保护区,30,7.23,1862.22,24.47,0.531,0.953,0.299,75.82,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0328,武汉,420100,中南,30.804453,114.229309,敏感目标保护区,50,4.96,2301.16,29.01,0.9,0.545,0.081,67.81,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0329,武汉,420100,中南,30.398807,114.24625,管制空域,60,2.92,1827.92,24.9,0.928,0.701,0.431,60.79,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0330,武汉,420100,中南,30.582216,114.293511,文旅体验区,120,3.64,846.08,3.64,0.971,0.697,0.258,30.19,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0331,武汉,420100,中南,30.720162,114.227669,适飞空域,120,9.16,781.21,12.53,0.765,0.927,0.365,29.97,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0332,武汉,420100,中南,30.361716,114.414576,适飞空域,120,17.43,1848.6,20.37,0.724,0.91,0.232,21.39,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0333,武汉,420100,中南,30.789007,114.134976,管制空域,60,2.52,1001.43,7.58,0.682,0.947,0.128,51.03,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0334,武汉,420100,中南,30.542803,114.093245,适飞空域,120,4.99,2648.27,19.51,0.581,0.821,0.219,31.48,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0335,武汉,420100,中南,30.455681,114.073148,适飞空域,120,38.73,859.67,4.53,0.811,0.898,0.258,20.66,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0336,武汉,420100,中南,30.461082,114.466289,适飞空域,120,48.4,828.51,4.15,0.528,0.971,0.314,17.16,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0337,武汉,420100,中南,30.762726,114.209203,禁飞区,0,9.63,2289.43,11.03,0.496,0.88,0.138,100.0,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0338,武汉,420100,中南,30.66106,114.227708,适飞空域,120,17.38,1434.18,20.22,0.685,0.731,0.086,9.11,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0339,武汉,420100,中南,30.549295,114.277483,管制空域,60,23.52,3202.14,29.2,0.531,0.92,0.587,57.62,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0340,武汉,420100,中南,30.332756,114.097327,管制空域,60,14.15,1007.8,12.99,0.931,0.746,0.041,42.28,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0341,武汉,420100,中南,30.78341,114.550776,适飞空域,120,24.39,1016.36,28.54,0.835,0.772,0.214,20.93,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0342,武汉,420100,中南,30.65742,114.602574,禁飞区,0,12.07,547.34,3.16,0.938,0.922,0.516,94.62,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0343,武汉,420100,中南,30.65639,114.276059,管制空域,60,18.63,2551.96,22.54,0.688,0.458,0.202,38.38,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0344,武汉,420100,中南,30.528598,114.364525,低空物流走廊,150,12.15,3484.82,19.41,0.956,0.648,0.262,27.9,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0345,武汉,420100,中南,30.602153,114.010283,禁飞区,0,11.77,1659.8,38.5,0.615,0.833,0.551,98.72,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0346,武汉,420100,中南,30.50275,114.587916,适飞空域,120,22.83,399.23,23.7,0.862,0.52,0.316,15.61,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0347,武汉,420100,中南,30.774834,114.487621,适飞空域,120,37.26,1901.19,17.28,0.617,0.899,0.197,7.77,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0348,武汉,420100,中南,30.666285,114.073579,敏感目标保护区,50,18.89,7182.53,26.44,0.877,0.854,0.536,80.47,严重,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0349,武汉,420100,中南,30.66664,114.194022,敏感目标保护区,50,6.48,955.02,15.65,0.808,0.842,0.226,78.65,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0350,武汉,420100,中南,30.395221,114.123842,适飞空域,120,12.71,9222.97,20.04,0.771,0.926,0.409,37.75,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0351,武汉,420100,中南,30.505796,114.532321,禁飞区,0,57.01,1222.83,4.35,0.598,0.506,0.715,100.0,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0352,武汉,420100,中南,30.817,114.434423,适飞空域,120,23.82,1532.75,14.35,0.957,0.676,0.111,3.03,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0353,武汉,420100,中南,30.671929,114.236312,适飞空域,120,17.68,1145.01,24.82,0.38,0.75,0.241,16.32,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0354,武汉,420100,中南,30.355526,114.375683,适飞空域,120,39.81,1680.31,11.7,0.918,0.68,0.018,9.44,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0355,武汉,420100,中南,30.802237,114.558897,适飞空域,120,13.47,2193.71,3.89,0.832,0.542,0.327,17.27,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0356,武汉,420100,中南,30.494495,114.380448,适飞空域,120,3.84,3162.5,37.22,0.629,0.888,0.228,33.6,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0357,武汉,420100,中南,30.803929,114.124286,禁飞区,0,34.24,1484.69,10.69,0.535,0.895,0.372,87.44,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0358,武汉,420100,中南,30.501657,114.25566,低空物流走廊,150,5.09,3522.41,8.5,0.656,0.862,0.494,41.36,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0359,武汉,420100,中南,30.489412,114.416259,适飞空域,120,58.99,2065.77,1.79,0.813,0.586,0.428,18.61,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0360,武汉,420100,中南,30.326198,114.235779,适飞空域,120,38.57,982.19,12.07,0.396,0.909,0.12,14.95,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0361,武汉,420100,中南,30.648412,114.217585,适飞空域,120,15.03,881.9,14.94,0.731,0.862,0.222,14.99,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0362,武汉,420100,中南,30.719373,114.138382,文旅体验区,120,8.87,2213.83,4.5,0.697,0.709,0.294,28.86,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0363,武汉,420100,中南,30.784855,113.990915,适飞空域,120,13.99,991.34,24.87,0.325,0.76,0.28,24.86,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0364,武汉,420100,中南,30.792145,114.266144,适飞空域,120,20.98,591.47,23.96,0.765,0.842,0.217,13.8,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0365,武汉,420100,中南,30.477761,114.352233,禁飞区,0,5.47,1252.51,16.14,0.893,0.556,0.123,90.72,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0366,武汉,420100,中南,30.431745,114.061905,文旅体验区,120,6.52,2823.82,53.52,0.853,0.743,0.383,41.31,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0367,武汉,420100,中南,30.817927,114.474537,禁飞区,0,39.07,3086.7,14.51,0.781,0.554,0.099,75.24,高,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0368,武汉,420100,中南,30.447166,114.000631,机场净空保护区,30,9.01,2896.61,18.75,0.5,0.82,0.15,80.8,严重,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0369,武汉,420100,中南,30.812211,114.15771,管制空域,60,2.95,1823.5,4.74,0.632,0.968,0.087,52.88,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0370,武汉,420100,中南,30.720024,114.005187,管制空域,60,40.29,1440.21,23.11,0.782,0.844,0.256,51.28,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
420100_G0371,武汉,420100,中南,30.861341,114.402576,适飞空域,120,13.02,2215.54,5.96,0.586,0.774,0.18,21.39,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
