route_id,city,city_code,region,scenario,origin_vertiport_id,destination_vertiport_id,route_distance_km,planned_altitude_m,corridor_width_m,daily_planned_sorties,route_status,risk_control_requirement,data_nature,source_basis
RT_420100_022,武汉,420100,中南,电力巡检,VP_420100_036,VP_420100_039,32.97,100,120,37,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_023,武汉,420100,中南,医疗物资运输,VP_420100_035,VP_420100_004,34.16,80,150,9,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_024,武汉,420100,中南,低空物流配送,VP_420100_035,VP_420100_018,38.09,80,80,21,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_025,武汉,420100,中南,城市治理巡检,VP_420100_019,VP_420100_029,20.6,150,60,24,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_026,武汉,420100,中南,电力巡检,VP_420100_025,VP_420100_035,53.48,100,150,13,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_027,武汉,420100,中南,交通巡查,VP_420100_004,VP_420100_038,34.87,120,80,17,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_028,武汉,420100,中南,应急救援,VP_420100_023,VP_420100_032,24.77,60,80,22,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_029,武汉,420100,中南,园区低空运营,VP_420100_042,VP_420100_026,73.98,150,60,7,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_030,武汉,420100,中南,交通巡查,VP_420100_020,VP_420100_037,16.53,60,120,25,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_031,武汉,420100,中南,交通巡查,VP_420100_010,VP_420100_003,34.19,60,120,6,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_032,武汉,420100,中南,低空物流配送,VP_420100_001,VP_420100_034,53.78,150,150,22,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_033,武汉,420100,中南,城市治理巡检,VP_420100_028,VP_420100_044,49.93,120,120,11,试运行,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_034,武汉,420100,中南,城市治理巡检,VP_420100_001,VP_420100_026,72.13,100,120,10,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_035,武汉,420100,中南,电力巡检,VP_420100_027,VP_420100_038,5.71,120,120,11,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_036,武汉,420100,中南,低空物流配送,VP_420100_037,VP_420100_003,10.23,120,60,9,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_037,武汉,420100,中南,城市治理巡检,VP_420100_012,VP_420100_023,15.55,150,100,7,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_038,武汉,420100,中南,交通巡查,VP_420100_016,VP_420100_013,17.7,100,120,35,试运行,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_039,武汉,420100,中南,医疗物资运输,VP_420100_001,VP_420100_031,16.1,120,100,20,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_040,武汉,420100,中南,交通巡查,VP_420100_039,VP_420100_016,44.22,60,60,2,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_041,武汉,420100,中南,医疗物资运输,VP_420100_011,VP_420100_020,19.32,120,60,20,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_042,武汉,420100,中南,城市治理巡检,VP_420100_010,VP_420100_041,10.01,150,150,30,试运行,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_043,武汉,420100,中南,低空物流配送,VP_420100_005,VP_420100_003,22.59,60,150,20,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_044,武汉,420100,中南,应急救援,VP_420100_002,VP_420100_038,39.98,60,120,11,暂停,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_045,武汉,420100,中南,城市治理巡检,VP_420100_034,VP_420100_025,2.69,100,120,2,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_046,武汉,420100,中南,电力巡检,VP_420100_001,VP_420100_013,17.79,80,60,30,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_047,武汉,420100,中南,文旅观光,VP_420100_025,VP_420100_036,42.42,80,60,41,规划,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_048,武汉,420100,中南,低空物流配送,VP_420100_011,VP_420100_034,22.54,80,80,16,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_049,武汉,420100,中南,园区低空运营,VP_420100_019,VP_420100_033,46.37,150,120,16,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_050,武汉,420100,中南,城市治理巡检,VP_420100_010,VP_420100_004,30.86,100,100,17,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_051,武汉,420100,中南,应急救援,VP_420100_043,VP_420100_006,29.21,120,150,26,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_052,武汉,420100,中南,园区低空运营,VP_420100_028,VP_420100_025,29.92,80,150,17,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_053,武汉,420100,中南,交通巡查,VP_420100_003,VP_420100_027,33.2,100,100,4,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_054,武汉,420100,中南,交通巡查,VP_420100_004,VP_420100_018,27.55,120,100,6,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_055,武汉,420100,中南,电力巡检,VP_420100_043,VP_420100_024,54.07,100,100,7,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_056,武汉,420100,中南,交通巡查,VP_420100_025,VP_420100_003,20.28,80,100,23,暂停,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_057,武汉,420100,中南,低空物流配送,VP_420100_028,VP_420100_004,30.52,80,100,5,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_058,武汉,420100,中南,应急救援,VP_420100_040,VP_420100_004,15.3,150,60,3,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_059,武汉,420100,中南,城市治理巡检,VP_420100_022,VP_420100_023,32.33,80,120,25,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_420100_060,武汉,420100,中南,电力巡检,VP_420100_015,VP_420100_038,11.68,120,80,39,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_001,海口,460100,中南,低空物流配送,VP_460100_019,VP_460100_043,18.67,100,80,14,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_002,海口,460100,中南,交通巡查,VP_460100_031,VP_460100_032,58.67,120,80,7,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_003,海口,460100,中南,低空物流配送,VP_460100_028,VP_460100_038,15.19,120,60,24,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_004,海口,460100,中南,园区低空运营,VP_460100_037,VP_460100_031,54.95,100,150,7,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_005,海口,460100,中南,低空物流配送,VP_460100_032,VP_460100_001,38.48,60,150,7,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_006,海口,460100,中南,园区低空运营,VP_460100_026,VP_460100_009,58.02,80,100,4,规划,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_007,海口,460100,中南,低空物流配送,VP_460100_044,VP_460100_018,35.02,100,100,9,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_008,海口,460100,中南,低空物流配送,VP_460100_042,VP_460100_024,37.06,120,100,23,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_009,海口,460100,中南,园区低空运营,VP_460100_003,VP_460100_040,29.83,120,100,14,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_010,海口,460100,中南,园区低空运营,VP_460100_006,VP_460100_044,45.4,120,60,13,暂停,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_011,海口,460100,中南,医疗物资运输,VP_460100_004,VP_460100_035,17.64,100,80,17,规划,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_012,海口,460100,中南,电力巡检,VP_460100_028,VP_460100_024,6.6,60,80,35,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_013,海口,460100,中南,应急救援,VP_460100_013,VP_460100_011,5.51,60,150,11,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_014,海口,460100,中南,应急救援,VP_460100_041,VP_460100_029,31.22,150,60,11,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_015,海口,460100,中南,电力巡检,VP_460100_045,VP_460100_016,36.73,100,150,6,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_016,海口,460100,中南,低空物流配送,VP_460100_028,VP_460100_010,19.57,80,100,3,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_017,海口,460100,中南,应急救援,VP_460100_032,VP_460100_044,3.09,120,150,10,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_018,海口,460100,中南,电力巡检,VP_460100_041,VP_460100_025,27.23,100,120,17,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_019,海口,460100,中南,园区低空运营,VP_460100_015,VP_460100_016,39.49,100,100,10,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_020,海口,460100,中南,电力巡检,VP_460100_017,VP_460100_039,46.28,100,80,57,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_021,海口,460100,中南,园区低空运营,VP_460100_025,VP_460100_044,33.74,150,150,23,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_022,海口,460100,中南,城市治理巡检,VP_460100_018,VP_460100_043,40.37,100,120,36,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_023,海口,460100,中南,交通巡查,VP_460100_030,VP_460100_012,52.14,60,60,19,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_024,海口,460100,中南,医疗物资运输,VP_460100_018,VP_460100_042,31.12,80,100,8,试运行,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_025,海口,460100,中南,园区低空运营,VP_460100_019,VP_460100_044,34.31,80,100,18,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_026,海口,460100,中南,交通巡查,VP_460100_039,VP_460100_001,52.98,100,150,4,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_027,海口,460100,中南,医疗物资运输,VP_460100_015,VP_460100_023,13.55,80,100,5,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_028,海口,460100,中南,文旅观光,VP_460100_009,VP_460100_035,7.56,100,100,8,规划,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_029,海口,460100,中南,园区低空运营,VP_460100_015,VP_460100_016,43.7,100,100,14,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_030,海口,460100,中南,低空物流配送,VP_460100_044,VP_460100_007,27.91,100,80,58,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_031,海口,460100,中南,应急救援,VP_460100_008,VP_460100_009,59.24,60,150,22,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_032,海口,460100,中南,交通巡查,VP_460100_043,VP_460100_003,39.94,80,120,16,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_033,海口,460100,中南,医疗物资运输,VP_460100_009,VP_460100_003,35.23,80,120,9,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_034,海口,460100,中南,文旅观光,VP_460100_029,VP_460100_026,34.56,80,120,11,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_035,海口,460100,中南,医疗物资运输,VP_460100_009,VP_460100_028,14.41,100,150,10,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_036,海口,460100,中南,医疗物资运输,VP_460100_002,VP_460100_041,35.41,120,60,4,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_037,海口,460100,中南,城市治理巡检,VP_460100_016,VP_460100_021,42.41,120,100,8,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_038,海口,460100,中南,应急救援,VP_460100_007,VP_460100_016,55.0,120,100,3,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_039,海口,460100,中南,低空物流配送,VP_460100_007,VP_460100_034,15.35,100,80,26,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_040,海口,460100,中南,低空物流配送,VP_460100_022,VP_460100_018,29.49,80,100,9,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_041,海口,460100,中南,电力巡检,VP_460100_027,VP_460100_025,12.47,80,150,6,暂停,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_042,海口,460100,中南,应急救援,VP_460100_041,VP_460100_020,17.08,80,120,17,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_043,海口,460100,中南,电力巡检,VP_460100_002,VP_460100_012,25.2,100,120,17,暂停,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_044,海口,460100,中南,园区低空运营,VP_460100_012,VP_460100_019,41.4,150,150,5,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_045,海口,460100,中南,应急救援,VP_460100_039,VP_460100_020,17.68,80,80,35,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_046,海口,460100,中南,医疗物资运输,VP_460100_017,VP_460100_035,23.26,100,100,4,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_047,海口,460100,中南,城市治理巡检,VP_460100_035,VP_460100_023,33.63,120,150,8,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_048,海口,460100,中南,低空物流配送,VP_460100_028,VP_460100_012,33.39,100,150,34,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_049,海口,460100,中南,应急救援,VP_460100_036,VP_460100_037,50.26,120,120,7,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_050,海口,460100,中南,交通巡查,VP_460100_035,VP_460100_018,28.74,80,100,21,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_051,海口,460100,中南,城市治理巡检,VP_460100_001,VP_460100_042,30.76,120,120,12,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_052,海口,460100,中南,园区低空运营,VP_460100_032,VP_460100_013,24.45,120,120,4,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_053,海口,460100,中南,医疗物资运输,VP_460100_026,VP_460100_034,37.7,60,80,20,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_054,海口,460100,中南,医疗物资运输,VP_460100_025,VP_460100_027,13.97,60,100,10,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_055,海口,460100,中南,低空物流配送,VP_460100_011,VP_460100_036,26.43,80,60,17,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_056,海口,460100,中南,电力巡检,VP_460100_042,VP_460100_045,18.19,80,80,35,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_057,海口,460100,中南,低空物流配送,VP_460100_038,VP_460100_007,9.48,100,80,71,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_058,海口,460100,中南,电力巡检,VP_460100_022,VP_460100_030,30.44,120,60,26,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_059,海口,460100,中南,医疗物资运输,VP_460100_016,VP_460100_024,49.86,60,60,2,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_460100_060,海口,460100,中南,城市治理巡检,VP_460100_028,VP_460100_008,44.69,100,60,20,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_001,深圳,440300,中南,园区低空运营,VP_440300_002,VP_440300_026,40.57,60,100,36,暂停,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_002,深圳,440300,中南,园区低空运营,VP_440300_031,VP_440300_019,23.29,80,80,14,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_003,深圳,440300,中南,应急救援,VP_440300_013,VP_440300_036,56.23,80,80,28,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_004,深圳,440300,中南,城市治理巡检,VP_440300_002,VP_440300_023,43.12,60,60,7,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_005,深圳,440300,中南,低空物流配送,VP_440300_008,VP_440300_016,34.22,60,150,10,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_006,深圳,440300,中南,电力巡检,VP_440300_028,VP_440300_040,35.71,120,100,4,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_007,深圳,440300,中南,园区低空运营,VP_440300_019,VP_440300_042,19.78,80,60,13,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_008,深圳,440300,中南,低空物流配送,VP_440300_044,VP_440300_005,26.41,80,100,7,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_009,深圳,440300,中南,医疗物资运输,VP_440300_026,VP_440300_006,49.37,100,150,11,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_010,深圳,440300,中南,应急救援,VP_440300_016,VP_440300_017,50.39,100,100,12,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_011,深圳,440300,中南,园区低空运营,VP_440300_045,VP_440300_043,32.76,100,100,6,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_012,深圳,440300,中南,城市治理巡检,VP_440300_030,VP_440300_006,28.94,100,60,35,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_013,深圳,440300,中南,电力巡检,VP_440300_009,VP_440300_023,47.38,120,60,3,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_014,深圳,440300,中南,园区低空运营,VP_440300_017,VP_440300_044,5.23,150,80,21,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_015,深圳,440300,中南,医疗物资运输,VP_440300_005,VP_440300_025,30.86,120,80,7,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_016,深圳,440300,中南,文旅观光,VP_440300_034,VP_440300_004,34.09,80,120,8,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_017,深圳,440300,中南,交通巡查,VP_440300_024,VP_440300_020,60.94,150,150,14,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_018,深圳,440300,中南,医疗物资运输,VP_440300_028,VP_440300_027,17.47,150,100,11,暂停,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_019,深圳,440300,中南,城市治理巡检,VP_440300_014,VP_440300_034,32.61,60,150,14,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_020,深圳,440300,中南,文旅观光,VP_440300_005,VP_440300_021,8.05,60,120,17,暂停,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_021,深圳,440300,中南,园区低空运营,VP_440300_030,VP_440300_018,57.99,100,100,6,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_022,深圳,440300,中南,电力巡检,VP_440300_042,VP_440300_009,65.42,120,150,25,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_023,深圳,440300,中南,低空物流配送,VP_440300_032,VP_440300_045,28.81,80,120,9,规划,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_024,深圳,440300,中南,应急救援,VP_440300_027,VP_440300_011,23.58,60,80,13,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_025,深圳,440300,中南,交通巡查,VP_440300_014,VP_440300_024,17.59,100,60,17,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_026,深圳,440300,中南,文旅观光,VP_440300_028,VP_440300_025,8.96,100,150,9,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_027,深圳,440300,中南,应急救援,VP_440300_039,VP_440300_020,48.71,80,100,3,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_028,深圳,440300,中南,文旅观光,VP_440300_021,VP_440300_007,43.89,80,60,21,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_029,深圳,440300,中南,城市治理巡检,VP_440300_016,VP_440300_038,41.22,150,80,13,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_030,深圳,440300,中南,城市治理巡检,VP_440300_044,VP_440300_028,12.08,80,80,18,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_031,深圳,440300,中南,低空物流配送,VP_440300_006,VP_440300_017,8.31,80,150,18,暂停,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_032,深圳,440300,中南,园区低空运营,VP_440300_026,VP_440300_044,54.47,150,120,52,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_033,深圳,440300,中南,电力巡检,VP_440300_016,VP_440300_004,21.21,150,150,6,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_034,深圳,440300,中南,应急救援,VP_440300_029,VP_440300_033,9.87,100,120,16,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_035,深圳,440300,中南,医疗物资运输,VP_440300_004,VP_440300_043,29.5,100,60,24,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_036,深圳,440300,中南,城市治理巡检,VP_440300_009,VP_440300_033,26.14,120,120,24,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_037,深圳,440300,中南,交通巡查,VP_440300_017,VP_440300_015,8.56,150,80,3,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_038,深圳,440300,中南,应急救援,VP_440300_042,VP_440300_021,9.1,120,120,23,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_039,深圳,440300,中南,文旅观光,VP_440300_005,VP_440300_019,16.49,60,120,40,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_040,深圳,440300,中南,医疗物资运输,VP_440300_022,VP_440300_036,65.53,80,100,13,暂停,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_041,深圳,440300,中南,城市治理巡检,VP_440300_041,VP_440300_021,39.6,100,100,31,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_042,深圳,440300,中南,应急救援,VP_440300_027,VP_440300_020,56.29,100,60,17,暂停,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_043,深圳,440300,中南,应急救援,VP_440300_032,VP_440300_016,30.73,150,80,27,暂停,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_044,深圳,440300,中南,电力巡检,VP_440300_041,VP_440300_030,4.41,120,80,23,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_045,深圳,440300,中南,应急救援,VP_440300_030,VP_440300_006,32.27,150,80,11,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_046,深圳,440300,中南,应急救援,VP_440300_029,VP_440300_027,11.62,150,80,18,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_047,深圳,440300,中南,城市治理巡检,VP_440300_017,VP_440300_029,23.86,100,60,37,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_048,深圳,440300,中南,电力巡检,VP_440300_002,VP_440300_008,57.48,120,100,18,暂停,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_049,深圳,440300,中南,交通巡查,VP_440300_002,VP_440300_014,20.8,100,100,2,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_050,深圳,440300,中南,医疗物资运输,VP_440300_023,VP_440300_030,14.66,150,80,8,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_051,深圳,440300,中南,城市治理巡检,VP_440300_011,VP_440300_035,46.42,120,100,12,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_052,深圳,440300,中南,园区低空运营,VP_440300_042,VP_440300_034,15.84,60,60,6,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_053,深圳,440300,中南,文旅观光,VP_440300_006,VP_440300_031,26.1,60,60,4,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_054,深圳,440300,中南,交通巡查,VP_440300_033,VP_440300_027,19.05,150,60,7,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_055,深圳,440300,中南,园区低空运营,VP_440300_008,VP_440300_036,15.8,100,80,17,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_056,深圳,440300,中南,应急救援,VP_440300_005,VP_440300_023,41.37,100,100,15,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_057,深圳,440300,中南,文旅观光,VP_440300_041,VP_440300_040,48.98,120,150,11,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_058,深圳,440300,中南,园区低空运营,VP_440300_013,VP_440300_003,38.43,120,150,13,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_440300_059,深圳,440300,中南,应急救援,VP_440300_040,VP_440300_001,17.51,120,150,10,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
