scenario,kpi_id,kpi_name,recommended_granularity,data_nature,suggested_visualization,platform_module,source_basis,calculation_hint,note
电力巡检,KPI0176,告警闭环率,日/部门,scenario_kpi_template,堆叠柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0177,平均处置时长,日/部门/事件类型,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0178,飞行高度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0179,飞行速度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0180,高风险网格占比,日/街道,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0181,气象影响取消率,日/航线,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0182,任务完成率,日/场景,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0183,单位里程成本,月/场景,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0184,有效载荷利用率,日/任务,scenario_kpi_template,散点图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0185,设备在线率,小时/设备,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0186,传感器覆盖率,网格/街道,scenario_kpi_template,地图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0187,重复告警率,日/事件类型,scenario_kpi_template,帕累托图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0188,黑飞疑似识别数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0189,低电量返航率,日/机型,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0190,人群密集区飞越次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0191,禁飞区接近次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
电力巡检,KPI0192,飞行密度指数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0193,日均飞行架次,小时/日/航线/网格,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0194,准点率,日/航线,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0195,飞行计划通过率,日/场景,scenario_kpi_template,漏斗图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0196,平均审批时长,日/场景,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0197,电子围栏越界率,日/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0198,远程识别在线率,小时/设备/航线,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0199,通信链路可用率,分钟/网格,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0200,告警闭环率,日/部门,scenario_kpi_template,堆叠柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0201,平均处置时长,日/部门/事件类型,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0202,飞行高度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0203,飞行速度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0204,高风险网格占比,日/街道,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0205,气象影响取消率,日/航线,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0206,任务完成率,日/场景,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0207,单位里程成本,月/场景,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0208,有效载荷利用率,日/任务,scenario_kpi_template,散点图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0209,设备在线率,小时/设备,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0210,传感器覆盖率,网格/街道,scenario_kpi_template,地图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0211,重复告警率,日/事件类型,scenario_kpi_template,帕累托图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0212,黑飞疑似识别数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0213,低电量返航率,日/机型,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0214,人群密集区飞越次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0215,禁飞区接近次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
水利巡检,KPI0216,飞行密度指数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0217,日均飞行架次,小时/日/航线/网格,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0218,准点率,日/航线,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0219,飞行计划通过率,日/场景,scenario_kpi_template,漏斗图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0220,平均审批时长,日/场景,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0221,电子围栏越界率,日/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0222,远程识别在线率,小时/设备/航线,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0223,通信链路可用率,分钟/网格,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0224,告警闭环率,日/部门,scenario_kpi_template,堆叠柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0225,平均处置时长,日/部门/事件类型,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0226,飞行高度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0227,飞行速度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0228,高风险网格占比,日/街道,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0229,气象影响取消率,日/航线,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0230,任务完成率,日/场景,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0231,单位里程成本,月/场景,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0232,有效载荷利用率,日/任务,scenario_kpi_template,散点图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0233,设备在线率,小时/设备,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0234,传感器覆盖率,网格/街道,scenario_kpi_template,地图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0235,重复告警率,日/事件类型,scenario_kpi_template,帕累托图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0236,黑飞疑似识别数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0237,低电量返航率,日/机型,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0238,人群密集区飞越次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0239,禁飞区接近次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
警务安防,KPI0240,飞行密度指数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0241,日均飞行架次,小时/日/航线/网格,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0242,准点率,日/航线,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0243,飞行计划通过率,日/场景,scenario_kpi_template,漏斗图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0244,平均审批时长,日/场景,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0245,电子围栏越界率,日/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0246,远程识别在线率,小时/设备/航线,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0247,通信链路可用率,分钟/网格,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0248,告警闭环率,日/部门,scenario_kpi_template,堆叠柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0249,平均处置时长,日/部门/事件类型,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0250,飞行高度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0251,飞行速度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0252,高风险网格占比,日/街道,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0253,气象影响取消率,日/航线,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0254,任务完成率,日/场景,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0255,单位里程成本,月/场景,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0256,有效载荷利用率,日/任务,scenario_kpi_template,散点图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0257,设备在线率,小时/设备,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0258,传感器覆盖率,网格/街道,scenario_kpi_template,地图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0259,重复告警率,日/事件类型,scenario_kpi_template,帕累托图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0260,黑飞疑似识别数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0261,低电量返航率,日/机型,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0262,人群密集区飞越次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0263,禁飞区接近次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
消防巡检,KPI0264,飞行密度指数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
