field_id,module,layer,table_name,field_name_en,field_name_cn,data_type,unit,recommended_update_frequency,sensitivity_level,quality_rule,source_basis,data_nature,platform_use,required_for_mvp
FD0099,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_grid_id,空域网格ID,string/id,,分钟级/小时级,中,需匹配网格库,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0100,航线与起降点,数据层/平台层,t_route_vertiport,timestamp,时间戳,datetime,,秒级/分钟级,中,UTC+8/不可为空,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0101,航线与起降点,数据层/平台层,t_route_vertiport,lat,纬度,float,,秒级,中,-90到90,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0102,航线与起降点,数据层/平台层,t_route_vertiport,lon,经度,float,,秒级,中,-180到180,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0103,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_altitude_m,飞行高度,float,m,秒级,中,0到1000m/按场景校验,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0104,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_speed_mps,地速,float,m/s,秒级,中,不得为负,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0105,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_heading_deg,航向角,float,,秒级,中,0到360,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0106,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_battery_pct,电量百分比,float,%,秒级,中,0到100,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0107,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_signal_quality,通信质量,float,,秒级,中,0到1,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0108,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_risk_score,风险评分,float,,分钟级,高,0到100,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0109,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_risk_level,风险等级,category,,分钟级,高,低/中/高/严重,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0110,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_approval_status,审批状态,category,,按事件,中,待审/通过/驳回/撤销,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0111,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_remote_id_valid,远程识别有效,boolean,,秒级,高,true/false,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0112,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_geofence_status,电子围栏状态,category,,秒级,高,正常/临近/越界,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0113,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_sensor_type,感知设备类型,category,,分钟级,中,雷达/光电/射频/ADS-B/北斗/5G-A,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0114,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_confidence,识别置信度,float,,秒级,中,0到1,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0115,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_weather_risk,气象风险,category,,分钟级,中,正常/风雨/低能见度/雷暴,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0116,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_disposal_status,处置状态,category,,按事件,高,待核查/处理中/已闭环,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0117,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_owner_dept,责任部门,string,,按事件,中,公安/交通/应急/空管/城管等,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0118,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_source_system,来源系统,string,,按事件,中,来源系统白名单,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0119,航线与起降点,数据层/平台层,t_route_vertiport,route_vertiport_quality_flag,数据质量标记,category,,按事件,中,valid/suspect/missing/duplicated,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0120,航线与起降点,数据层/平台层,t_route_vertiport,source_url,来源链接,string/url,,按事件,低,公开数据需留源,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于航线与起降点的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0121,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_record_id,记录ID,string/id,,按事件,低,主键唯一/不可为空,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0122,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_city_code,城市代码,string,,按事件,低,需匹配行政区划,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0123,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_grid_id,空域网格ID,string/id,,分钟级/小时级,中,需匹配网格库,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0124,实时遥测,数据层/平台层,t_realtime_telemetry,timestamp,时间戳,datetime,,秒级/分钟级,中,UTC+8/不可为空,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0125,实时遥测,数据层/平台层,t_realtime_telemetry,lat,纬度,float,,秒级,中,-90到90,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0126,实时遥测,数据层/平台层,t_realtime_telemetry,lon,经度,float,,秒级,中,-180到180,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0127,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_altitude_m,飞行高度,float,m,秒级,中,0到1000m/按场景校验,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0128,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_speed_mps,地速,float,m/s,秒级,中,不得为负,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0129,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_heading_deg,航向角,float,,秒级,中,0到360,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0130,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_battery_pct,电量百分比,float,%,秒级,中,0到100,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0131,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_signal_quality,通信质量,float,,秒级,中,0到1,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0132,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_risk_score,风险评分,float,,分钟级,高,0到100,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0133,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_risk_level,风险等级,category,,分钟级,高,低/中/高/严重,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0134,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_approval_status,审批状态,category,,按事件,中,待审/通过/驳回/撤销,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0135,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_remote_id_valid,远程识别有效,boolean,,秒级,高,true/false,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0136,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_geofence_status,电子围栏状态,category,,秒级,高,正常/临近/越界,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0137,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_sensor_type,感知设备类型,category,,分钟级,中,雷达/光电/射频/ADS-B/北斗/5G-A,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0138,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_confidence,识别置信度,float,,秒级,中,0到1,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0139,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_weather_risk,气象风险,category,,分钟级,中,正常/风雨/低能见度/雷暴,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0140,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_disposal_status,处置状态,category,,按事件,高,待核查/处理中/已闭环,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0141,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_owner_dept,责任部门,string,,按事件,中,公安/交通/应急/空管/城管等,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0142,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_source_system,来源系统,string,,按事件,中,来源系统白名单,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0143,实时遥测,数据层/平台层,t_realtime_telemetry,realtime_telemetry_quality_flag,数据质量标记,category,,按事件,中,valid/suspect/missing/duplicated,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0144,实时遥测,数据层/平台层,t_realtime_telemetry,source_url,来源链接,string/url,,按事件,低,公开数据需留源,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于实时遥测的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0145,通信导航监视,数据层/平台层,t_cns_status,cns_status_record_id,记录ID,string/id,,按事件,低,主键唯一/不可为空,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0146,通信导航监视,数据层/平台层,t_cns_status,cns_status_city_code,城市代码,string,,按事件,低,需匹配行政区划,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0147,通信导航监视,数据层/平台层,t_cns_status,cns_status_grid_id,空域网格ID,string/id,,分钟级/小时级,中,需匹配网格库,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0148,通信导航监视,数据层/平台层,t_cns_status,timestamp,时间戳,datetime,,秒级/分钟级,中,UTC+8/不可为空,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0149,通信导航监视,数据层/平台层,t_cns_status,lat,纬度,float,,秒级,中,-90到90,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0150,通信导航监视,数据层/平台层,t_cns_status,lon,经度,float,,秒级,中,-180到180,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0151,通信导航监视,数据层/平台层,t_cns_status,cns_status_altitude_m,飞行高度,float,m,秒级,中,0到1000m/按场景校验,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0152,通信导航监视,数据层/平台层,t_cns_status,cns_status_speed_mps,地速,float,m/s,秒级,中,不得为负,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0153,通信导航监视,数据层/平台层,t_cns_status,cns_status_heading_deg,航向角,float,,秒级,中,0到360,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0154,通信导航监视,数据层/平台层,t_cns_status,cns_status_battery_pct,电量百分比,float,%,秒级,中,0到100,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0155,通信导航监视,数据层/平台层,t_cns_status,cns_status_signal_quality,通信质量,float,,秒级,中,0到1,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0156,通信导航监视,数据层/平台层,t_cns_status,cns_status_risk_score,风险评分,float,,分钟级,高,0到100,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0157,通信导航监视,数据层/平台层,t_cns_status,cns_status_risk_level,风险等级,category,,分钟级,高,低/中/高/严重,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0158,通信导航监视,数据层/平台层,t_cns_status,cns_status_approval_status,审批状态,category,,按事件,中,待审/通过/驳回/撤销,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0159,通信导航监视,数据层/平台层,t_cns_status,cns_status_remote_id_valid,远程识别有效,boolean,,秒级,高,true/false,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0160,通信导航监视,数据层/平台层,t_cns_status,cns_status_geofence_status,电子围栏状态,category,,秒级,高,正常/临近/越界,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0161,通信导航监视,数据层/平台层,t_cns_status,cns_status_sensor_type,感知设备类型,category,,分钟级,中,雷达/光电/射频/ADS-B/北斗/5G-A,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0162,通信导航监视,数据层/平台层,t_cns_status,cns_status_confidence,识别置信度,float,,秒级,中,0到1,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0163,通信导航监视,数据层/平台层,t_cns_status,cns_status_weather_risk,气象风险,category,,分钟级,中,正常/风雨/低能见度/雷暴,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0164,通信导航监视,数据层/平台层,t_cns_status,cns_status_disposal_status,处置状态,category,,按事件,高,待核查/处理中/已闭环,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0165,通信导航监视,数据层/平台层,t_cns_status,cns_status_owner_dept,责任部门,string,,按事件,中,公安/交通/应急/空管/城管等,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0166,通信导航监视,数据层/平台层,t_cns_status,cns_status_source_system,来源系统,string,,按事件,中,来源系统白名单,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0167,通信导航监视,数据层/平台层,t_cns_status,cns_status_quality_flag,数据质量标记,category,,按事件,中,valid/suspect/missing/duplicated,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0168,通信导航监视,数据层/平台层,t_cns_status,source_url,来源链接,string/url,,按事件,低,公开数据需留源,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于通信导航监视的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0169,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_record_id,记录ID,string/id,,按事件,低,主键唯一/不可为空,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0170,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_city_code,城市代码,string,,按事件,低,需匹配行政区划,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0171,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_grid_id,空域网格ID,string/id,,分钟级/小时级,中,需匹配网格库,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0172,多源感知设备,数据层/平台层,t_sensor_station,timestamp,时间戳,datetime,,秒级/分钟级,中,UTC+8/不可为空,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0173,多源感知设备,数据层/平台层,t_sensor_station,lat,纬度,float,,秒级,中,-90到90,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0174,多源感知设备,数据层/平台层,t_sensor_station,lon,经度,float,,秒级,中,-180到180,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0175,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_altitude_m,飞行高度,float,m,秒级,中,0到1000m/按场景校验,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0176,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_speed_mps,地速,float,m/s,秒级,中,不得为负,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0177,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_heading_deg,航向角,float,,秒级,中,0到360,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0178,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_battery_pct,电量百分比,float,%,秒级,中,0到100,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0179,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_signal_quality,通信质量,float,,秒级,中,0到1,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0180,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_risk_score,风险评分,float,,分钟级,高,0到100,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0181,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_risk_level,风险等级,category,,分钟级,高,低/中/高/严重,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0182,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_approval_status,审批状态,category,,按事件,中,待审/通过/驳回/撤销,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0183,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_remote_id_valid,远程识别有效,boolean,,秒级,高,true/false,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0184,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_geofence_status,电子围栏状态,category,,秒级,高,正常/临近/越界,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0185,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_sensor_type,感知设备类型,category,,分钟级,中,雷达/光电/射频/ADS-B/北斗/5G-A,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0186,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_confidence,识别置信度,float,,秒级,中,0到1,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0187,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_weather_risk,气象风险,category,,分钟级,中,正常/风雨/低能见度/雷暴,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0188,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_disposal_status,处置状态,category,,按事件,高,待核查/处理中/已闭环,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0189,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_owner_dept,责任部门,string,,按事件,中,公安/交通/应急/空管/城管等,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0190,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_source_system,来源系统,string,,按事件,中,来源系统白名单,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0191,多源感知设备,数据层/平台层,t_sensor_station,sensor_station_quality_flag,数据质量标记,category,,按事件,中,valid/suspect/missing/duplicated,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0192,多源感知设备,数据层/平台层,t_sensor_station,source_url,来源链接,string/url,,按事件,低,公开数据需留源,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于多源感知设备的数据治理、运行监管、风险预警、统计分析或应急联动,N
FD0193,气象环境,数据层/平台层,t_weather_micro,weather_micro_record_id,记录ID,string/id,,按事件,低,主键唯一/不可为空,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于气象环境的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0194,气象环境,数据层/平台层,t_weather_micro,weather_micro_city_code,城市代码,string,,按事件,低,需匹配行政区划,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于气象环境的数据治理、运行监管、风险预警、统计分析或应急联动,Y
FD0195,气象环境,数据层/平台层,t_weather_micro,weather_micro_grid_id,空域网格ID,string/id,,分钟级/小时级,中,需匹配网格库,结合民航无人机监管、低空飞行服务保障、城市低空平台建设需求抽象,schema_recommendation,用于气象环境的数据治理、运行监管、风险预警、统计分析或应急联动,Y
